"Day","UTM campaign","UTM term","UTM content","Landing page URL","Online store visitors","Sessions that completed checkout","Sessions that reached checkout","Sessions with cart additions","Average session duration","Pageviews"
"2025-11-10","TOF | India Modern","TOF | Bangalore | TIFFi","DABA – BS /TP 1","https://vibewithmoi.in/products/autumn-gold-and-diamond-colorful-gemstone-stud-earrings?variant=39483460059199&utm_source=ig&utm_medium=paid&utm_campaign=TOF+%7C+India+Modern&utm_content=DABA+%E2%80%93+BS+%2FTP+1&utm_term=TOF+%7C+Bangalore+%7C+TIFFi&placement=Instagram_Reels&utm_id=120228725520420313_v2_s07_e7244&fbclid=PAZXh0bgNhZW0BMABhZGlkAaspiDMf6GlzcnRjBmFwcF9pZA8xMjQwMjQ1NzQyODc0MTQAAad1x_anDZp1W-cYmrKwLuLHbmdmyo-y4wAnCbOLgG8ujPXFaSacNEvHh-XqXg_aem_gVgKJUSOMvKjiBcbIxvCiQ&campaign_id=120228725469310313&ad_id=120228726653490313",1,0,0,0,0,1
"2025-11-10","TOF | ALL","T1 - TRLi - FEED","DABA – ALL","https://vibewithmoi.in/products/eden-emerald-gold-and-diamond-ear-studs?variant=39598256193599&utm_source=ig&utm_medium=paid&utm_campaign=TOF+%7C+ALL&utm_content=DABA+%E2%80%93+ALL&utm_term=T1+-+TRLi+-+FEED&placement=Instagram_Feed&utm_id=120231904201750313_v2_s06_e7250&fbclid=PAZXh0bgNhZW0BMABhZGlkAaspdspCkklzcnRjBmFwcF9pZA8xMjQwMjQ1NzQyODc0MTQAAaf_TOBYCNjQiQNmQDM05SFMDxA1eRxvZr1A5M_ITjIK7KRhJIQXOzJiVG879w_aem_OiYNuZvTA1whlFwItavhqQ&campaign_id=120204934414040313&ad_id=120231904201740313",1,0,0,0,0,1
"2025-11-10","TOF | ALL","T1 - TRLi - FEED","DABA – ALL","https://vibewithmoi.in/products/marrakesh-gold-silver-diamond-emerald-and-blue-enamel-ear-tops?variant=40448982679615&utm_source=ig&utm_medium=paid&utm_campaign=TOF+%7C+ALL&utm_content=DABA+%E2%80%93+ALL&utm_term=T1+-+TRLi+-+FEED&placement=Instagram_Feed&utm_id=120231904201750313_v2_s11_e7269&fbclid=PAZXh0bgNhZW0BMABhZGlkAaspdspCkklzcnRjBmFwcF9pZA8xMjQwMjQ1NzQyODc0MTQAAafTNEwYsSQUcz8q8lt2QUwsXpCF2TT1hquRkkJc2tY0ZEvc_QuARCeWlAmUdg_aem_8u1vhkTAk_as834v5dTpLQ&campaign_id=120204934414040313&ad_id=120231904201740313",1,0,0,0,148,3
"2025-11-10","TOF | AND","TOF | Delhi | TRLa","DABA – ALL","https://vibewithmoi.in/products/myra-gold-silver-and-uncut-diamond-mini-hoop-earrings?variant=40444534161471&utm_source=ig&utm_medium=paid&utm_campaign=TOF+%7C+AND&utm_content=DABA+%E2%80%93+ALL&utm_term=TOF+%7C+Delhi+%7C+TRLa&placement=Instagram_Feed&utm_id=120230914825710313_v2_s09_e7410&fbclid=PAZXh0bgNhZW0BMABhZGlkAaspdsbDy8lzcnRjBmFwcF9pZA81NjcwNjczNDMzNTI0MjcAAaf_AvdsFhJBL7oHypxN9qvOmGp7om9cCfGBf63PITxVvG03C58gmHJZGic74w_aem_4vCzUMfnO_PSiF1jPTzADA&campaign_id=120230914825700313&ad_id=120230914825800313",1,0,0,0,0,1
"2025-11-10","TOF | ALL","IND - TRLi","DABA – ALL","https://vibewithmoi.in/products/faith-gold-diamond-emerald-and-tanzanite-ring?variant=41284367450175&utm_source=ig&utm_medium=paid&utm_campaign=TOF+%7C+ALL&utm_content=DABA+%E2%80%93+ALL&utm_term=IND+-+TRLi&placement=Instagram_Feed&utm_id=120231849970730313_v2_s17_e314&fbclid=PAZXh0bgNhZW0BMABhZGlkAaspdspOeSlzcnRjBmFwcF9pZA8xMjQwMjQ1NzQyODc0MTQAAafZKo8Z_E24JXpsZy3gDShHKUQwYc59bQPHWDEJgFNApNvsRQAkNkn68zPUAg_aem_EjtVsZKRpYii_tOSA9BZZg&campaign_id=120204934414040313&ad_id=120231849970700313",1,0,0,0,0,1
"2025-11-10","TOF | ALL","T1 - FB - TRLi","DABA – ALL","https://vibewithmoi.in/products/camille-gold-diamond-and-red-enamel-earrings?variant=40984729157695&utm_source=fb&utm_medium=paid&utm_campaign=TOF+%7C+ALL&utm_content=DABA+%E2%80%93+ALL&utm_term=T1+-+FB+-+TRLi&placement=Facebook_Mobile_Feed&utm_id=120231853434480313_v2_s18_e314&fbclid=IwZXh0bgNhZW0BMABhZGlkAaspdsnaqLlzcnRjBmFwcF9pZAo2NjI4NTY4Mzc5AAEeK9f9mN0KkPBmzAYGNANSYdisnm7JqrmEwVkxKjHX9yxML-n2sIhdRImA6_8_aem_vX6VR4R2afQogyu5yHGDtA&campaign_id=120204934414040313&ad_id=120231853434470313",1,0,0,0,0,1
"2025-11-10","TOF | AND","TOF | Mumbai | TRLa","DABA – ALL","https://vibewithmoi.in/products/michelle-gold-and-diamond-ring?variant=39431752974399&utm_source=facebook&utm_medium=paid&utm_campaign=TOF%20|%20AND&utm_content=DABA%20%E2%80%93%20ALL&utm_term=TOF%20|%20Mumbai%20|%20TRLa&placement=Instagram_Feed&utm_id=120230916336960313_v2_s07_e7244&fbclid=PAYW9leAN-zPhleHRuA2FlbQEwAGFkaWQBqyl2xr2xSXNydGMGYXBwX2lkDzU2NzA2NzM0MzM1MjQyNwABp23JaEACOWsJakzVesb9V-rN_sbskeB8k9dDAqWKo1HWf9S8P4KhMzGYpKTY_aem_GVC73l8AWdsuQUTSw7xS-w&campaign_id=120230914825700313&ad_id=120230916336950313",1,0,0,0,0,1
"2025-11-10",,,,"https://vibewithmoi.in/?utm_source=igbio&fbclid=PAZXh0bgNhZW0CMTEAc3J0YwZhcHBfaWQPMTI0MDI0NTc0Mjg3NDE0AAGnuN_hz9mtBrsOrqNY2OeDDfZ3g1BQxtBhHrPJYNCSZXOFNXrhjJEAfghrPMc_aem_JSI4CcivwQYMj8ubJQ1i4w",1,0,0,0,0,1
"2025-11-10","TOF | ALL","T1 - FB - TRLi","DABA – ALL","https://vibewithmoi.in/products/ariana-gold-diamond-morganite-and-white-topaz-ear-studs?variant=40773490278463&utm_source=fb&utm_medium=paid&utm_campaign=TOF+%7C+ALL&utm_content=DABA+%E2%80%93+ALL&utm_term=T1+-+FB+-+TRLi&placement=Facebook_Mobile_Feed&fbclid=IwZXh0bgNhZW0BMABhZGlkAaspdsnaqLlzcnRjBmFwcF9pZAo2NjI4NTY4Mzc5AAEe_s7mgmuJZcmMC6p1MHrVC3SGDm77O5E1dtOYH-CX6bh8FjyHqCfyzETwTJs_aem_LwLNayJKn6RGNoUflhkkRg&campaign_id=120204934414040313&ad_id=120231853434470313&utm_id=120231853434480313_v2_s17_e314",1,0,0,0,0,1
"2025-11-10","BOF | DPA","VC & ATC_14 Days - IG","DPA","https://vibewithmoi.in/products/cairo-gold-silver-diamond-sapphire-and-quartz-necklace?variant=40802079408191&utm_source=ig&utm_medium=paid&utm_campaign=BOF+%7C+DPA&utm_content=DPA&utm_term=VC+%26+ATC_14+Days+-+IG&placement=Instagram_Feed&utm_id=23856507181190312_v2_s18_e314&fbclid=PAZXh0bgNhZW0BMABhZGlkAasplXmxLAlzcnRjBmFwcF9pZA81NjcwNjczNDMzNTI0MjcAAafWx6Sw6ojgQwkMMeW6YiNYXlMZIjaubpRcpjXeezrlW84q32fk7WriOQl-9Q_aem_gGfaDuEQUVTm1IvTImHdhg&campaign_id=23856507113650312&ad_id=23856527722090312",1,0,0,0,0,1
"2025-11-10","TOF | AND","TOF | Delhi | TRLa","DABA – ALL","https://vibewithmoi.in/products/crimson-eva-gold-diamond-red-enamel-and-pearl-message-locket?variant=40826635452479&utm_source=ig&utm_medium=paid&utm_campaign=TOF%20|%20AND&utm_content=DABA%20%E2%80%93%20ALL&utm_term=TOF%20|%20Delhi%20|%20TRLa&placement=Instagram_Feed&utm_id=120230914825710313_v2_s10_e7408&fbclid=PAYW9leAN_A0tleHRuA2FlbQEwAGFkaWQBqyl2xsPLyXNydGMGYXBwX2lkDzU2NzA2NzM0MzM1MjQyNwABpwtlDE4QbbZJxhZqCPPc6Kiok6RCCo4ZwW_h75Jfx5ZS8dqDF2XkcLsFCZqs_aem_smbGpJrM2B18TCf4IiLfKA&campaign_id=120230914825700313&ad_id=120230914825800313",1,0,0,0,0,1
"2025-11-10","BOF | DPA","VC & ATC_60 Days - IG","DPA","https://vibewithmoi.in/products/arya-scarlette-earrings-vibrant-enamel-and-gold-earrings?variant=42432341049407&utm_source=ig&utm_medium=paid&utm_campaign=BOF+%7C+DPA&utm_content=DPA&utm_term=VC+%26+ATC_60+Days+-+IG&placement=Instagram_Feed&utm_id=23856507181200312_v2_s18_e314&fbclid=PAZXh0bgNhZW0BMABhZGlkAasplXmavdlzcnRjBmFwcF9pZA8xMjQwMjQ1NzQyODc0MTQAAadAzn8h1p2Yo6sNDDt131G2nwbnctNiZ0T47aRH9F_cP6kVskgaS_InqrxL2g_aem_j_duRlMa6zSicsni1CiigA&campaign_id=23856507113650312&ad_id=23856527643200312",1,0,0,0,0,1
"2025-11-10","TOF | AND","TOF | Delhi | TRLa","DABA – ALL","https://vibewithmoi.in/products/felix-gold-diamond-rubies-sapphires-amethyst-and-garnet-bar-earrings?variant=41140020838463&utm_source=ig&utm_medium=paid&utm_campaign=TOF+%7C+AND&utm_content=DABA+%E2%80%93+ALL&utm_term=TOF+%7C+Delhi+%7C+TRLa&placement=Instagram_Feed&utm_id=120230914825710313_v2_s08_e7286&fbclid=PAZXh0bgNhZW0BMABhZGlkAaspdsbDy8lzcnRjBmFwcF9pZA81NjcwNjczNDMzNTI0MjcAAafqPwB76LW1BcHyLrQVnurZbaEIvEF_ktUNyRSmfJ71akWGqxFq3b2os_gy1g_aem_ICiIOsh2HU26mbN6WM5pqQ&campaign_id=120230914825700313&ad_id=120230914825800313",1,0,0,0,0,1
"2025-11-10","BOF | DPA","VC & ATC_14 Days - IGi","DPA","https://vibewithmoi.in/products/clara-bracelet-with-green-amethysts-sapphires-and-tsavorites?variant=42194287525951&utm_source=ig&utm_medium=paid&utm_campaign=BOF+%7C+DPA&utm_content=DPA&utm_term=VC+%26+ATC_14+Days+-+IGi&placement=Instagram_Feed&utm_id=120224751330070313_v2_s17_e314&fbclid=PAZXh0bgNhZW0BMABhZGlkAaspk0FJsolzcnRjBmFwcF9pZA8xMjQwMjQ1NzQyODc0MTQAAafhAPDHt15Wp4fZg4C1ElV6mwEHZQRds27OKRSyN_-1oHDG8yZh2rKWMj1IZg_aem_U8jyyWUuLWZoByou2Mihgw&campaign_id=120224750628680313&ad_id=120224751330050313",1,0,0,0,0,1
"2025-11-10","MOF","MOF | DABA | ENGDi","MOF | DABA 2","https://vibewithmoi.in/products/virtue-gold-and-diamond-bracelet?variant=41284405067839&utm_source=ig&utm_medium=paid&utm_campaign=MOF&utm_content=MOF+%7C+DABA+2&utm_term=MOF+%7C+DABA+%7C+ENGDi&placement=Instagram_Reels&utm_id=120225067040140313_v2_s06_e7250&fbclid=PAZXh0bgNhZW0BMABhZGlkAaspk0dRbdlzcnRjBmFwcF9pZA8xMjQwMjQ1NzQyODc0MTQAAacfMc29bpzcb5I-LyIqfq3NEV6EP9Gy0_Aljn6hZSzIr8w4ChbFmepaKVyiIQ_aem_KCPbNbsosT1twJ_FC5bCNw&campaign_id=120210400976700313&ad_id=120225067040150313",1,0,0,0,0,1
"2025-11-10","TOF | ALL","T1 - TRLi - FEED","DABA – ALL","https://vibewithmoi.in/products/amalfi-gold-diamond-tanzanite-and-blue-topaz-cocktail-ring?variant=40729419481151&utm_source=ig&utm_medium=paid&utm_campaign=TOF+%7C+ALL&utm_content=DABA+%E2%80%93+ALL&utm_term=T1+-+TRLi+-+FEED&placement=Instagram_Feed&utm_id=120231904201750313_v2_s06_e7250&campaign_id=120204934414040313&ad_id=120231904201740313",1,0,0,0,0,1
"2025-11-10","TOF | ALL","T1 - TRLi - FEED","DABA – ALL","https://vibewithmoi.in/products/amalfi-gold-diamond-tanzanite-and-blue-topaz-cocktail-ring?variant=40729419481151&utm_source=ig&utm_medium=paid&utm_campaign=TOF+%7C+ALL&utm_content=DABA+%E2%80%93+ALL&utm_term=T1+-+TRLi+-+FEED&placement=Instagram_Feed&utm_id=120231904201750313_v2_s05_e7409&fbclid=PAZXh0bgNhZW0BMABhZGlkAaspdspCkklzcnRjBmFwcF9pZA8xMjQwMjQ1NzQyODc0MTQAAaffSJMydWQUTeT1hYaD4tCiupC3DZR6f-jCPIClv3Nknr305wTzC_jH_yK0Ug_aem_BJ2kdJHw7E6McwYzB_cjPQ&campaign_id=120204934414040313&ad_id=120231904201740313",1,0,0,0,0,1
"2025-11-10",,,,"https://vibewithmoi.in/collections/annie-shi?srsltid=AfmBOooyUh8wlXqARCaoFKO4ABbajFHPdCqUMvga-iRG1ELPxM4YXo5g",1,0,0,0,0,1
"2025-11-10","BOF | DPA","VC & ATC_1 Day - IGi","DPA","https://vibewithmoi.in/products/paris-champagne-diamond-ring?variant=32852608090175&utm_source=ig&utm_medium=paid&utm_campaign=BOF+%7C+DPA&utm_content=DPA&utm_term=VC+%26+ATC_1+Day+-+IGi&placement=Instagram_Feed&utm_id=120224750628660313_v2_s17_e314&fbclid=PAZXh0bgNhZW0BMABhZGlkAaspk0EwrElzcnRjBmFwcF9pZA8xMjQwMjQ1NzQyODc0MTQAAafftXQtptoTRLfbrijEHFLAg14vLZ48oCkso1lTGm7itPqbkyM028E4K_t1Aw_aem_U0gT_MrsW2IOjhrdAZk4Aw&campaign_id=120224750628680313&ad_id=120224750628670313",1,0,0,0,0,1
"2025-11-10",,,,"https://vibewithmoi.in/products/arya-scarlette-earrings-vibrant-enamel-and-gold-earrings",1,0,0,0,0,1
"2025-11-10","TOF | ALL","T1 - TRLi - FEED","DABA – ALL","https://vibewithmoi.in/products/bridget-gold-and-diamond-ring?variant=39415433494591&utm_source=ig&utm_medium=paid&utm_campaign=TOF+%7C+ALL&utm_content=DABA+%E2%80%93+ALL&utm_term=T1+-+TRLi+-+FEED&placement=Instagram_Feed&utm_id=120231904201750313_v2_s09_e7410&fbclid=PAZXh0bgNhZW0BMABhZGlkAaspdspCkklzcnRjBmFwcF9pZA8xMjQwMjQ1NzQyODc0MTQAAaeZOxmFDZzlRkrrQPjv90rvgDQ3EctK5vczIPpCH-Anz-HUcBal9BLoRV4snQ_aem_-1-2fDl81lxuGwgpnWtmoQ&campaign_id=120204934414040313&ad_id=120231904201740313",1,0,0,0,0,1
"2025-11-10","TOF | Story/Reel","T1 | TRL | IGi | RL","Qutub Necklace | RL","https://vibewithmoi.in/products/qutub-multi-gemstones-gold-necklace-for-women?utm_source=ig&utm_medium=paid&utm_campaign=TOF+%7C+Story%2FReel&utm_content=Qutub+Necklace+%7C+RL&utm_term=T1+%7C+TRL+%7C+IGi+%7C+RL&placement=Instagram_Reels&utm_id=120231907497290313_v2_s18_e314&fbclid=PAZXh0bgNhZW0BMABhZGlkAasmSJ_DCelzcnRjBmFwcF9pZA8xMjQwMjQ1NzQyODc0MTQAAacfss9XiqSBp1RKjJFe51fTJd4HsTnxC0gB4rmuA95c6m1MZYEEj9BiP7rOfw_aem_HJ2KwddoQHg0VQc0ktz5eA&campaign_id=120213378493220313&ad_id=120231908221020313",1,0,0,0,0,1
"2025-11-10","TOF | ALL","T1 - TRLi - FEED","DABA – ALL","https://vibewithmoi.in/products/ariana-gold-diamond-morganite-and-white-topaz-ear-studs?variant=40773490278463&utm_source=ig&utm_medium=paid&utm_campaign=TOF+%7C+ALL&utm_content=DABA+%E2%80%93+ALL&utm_term=T1+-+TRLi+-+FEED&placement=Instagram_Feed&utm_id=120231904201750313_v2_s10_e7408&fbclid=PAZXh0bgNhZW0BMABhZGlkAaspdspCkklzcnRjBmFwcF9pZA8xMjQwMjQ1NzQyODc0MTQAAacDLDrOxxrr4Ulg_d4FlS5mqUVRV1qbQExKjzHmoJdTsix3iqkkVbDeV9fQDQ_aem_1ubs12XXP-Q35L9hPISGOg&campaign_id=120204934414040313&ad_id=120231904201740313",1,0,0,0,0,1
"2025-11-10","BOF | DPA","VC & ATC_14 Days - FB","DPA","https://vibewithmoi.in/products/leena-revival-necklace-citrine-uncut-diamond-ruby-pearl-and-labradorite-jewelry?variant=42424044912703&utm_source=fb&utm_medium=paid&utm_campaign=BOF+%7C+DPA&utm_content=DPA&utm_term=VC+%26+ATC_14+Days+-+FB&placement=Facebook_Mobile_Feed&fbclid=IwZXh0bgNhZW0BMABhZGlkAaspkzC8LdlzcnRjBmFwcF9pZAwzNTA2ODU1MzE3MjgAAR5p6DWFgtwnZMSJ3nSJbe1eluin9xXBiIXLZQ1XTKFVO4QP7x-gh8tBjhA2Pw_aem_EwiAMqc_ZQneV3K4oii0tg&campaign_id=23856507113650312&ad_id=23856527722080312&utm_id=23856507113780312_v2_s17_e314",1,0,0,0,0,1
"2025-11-10","TOF | AND","TOF | Mumbai | TRLa","DABA – ALL","https://vibewithmoi.in/products/camille-gold-diamond-and-red-enamel-earrings?variant=40984729157695&utm_source=ig&utm_medium=paid&utm_campaign=TOF%20|%20AND&utm_content=DABA%20%E2%80%93%20ALL&utm_term=TOF%20|%20Mumbai%20|%20TRLa&placement=Instagram_Feed&utm_id=120230916336960313_v2_s17_e314&fbclid=PAYW9leAN_BZNleHRuA2FlbQEwAGFkaWQBqyl2xr2xSXNydGMGYXBwX2lkDzU2NzA2NzM0MzM1MjQyNwABpzCDkAQrMju7HbkgoCIcYS4WE32lwZN_1YKDmHYHaZs0J2S-btlKVnIAxdyt_aem_fWswIS5rPD0-1w4-GTzxRA&campaign_id=120230914825700313&ad_id=120230916336950313",1,0,0,0,0,1
"2025-11-10","TOF | AB","T1 - TRLi - RL SV","Green Room I Sylvia Torque Necklace | RL SV","https://vibewithmoi.in/products/sylvia-torque-necklace-with-green-gemstones-yellow-sapphires-and-hessonite-finials?utm_source=ig&utm_medium=paid&utm_campaign=TOF+%7C+AB&utm_content=Green+Room+I+Sylvia+Torque+Necklace+%7C+RL+SV&utm_term=T1+-+TRLi+-+RL+SV&placement=Instagram_Reels&utm_id=120235580068830313_v2_s09_e7410&fbclid=PAZXh0bgNhZW0BMABhZGlkAaspn7vLu_lzcnRjBmFwcF9pZA8xMjQwMjQ1NzQyODc0MTQAAaekj1pirOnyzqytOVM8KmGsvRY3xodE7iucD20ot5jCWaPlG6vjZNaw91_aZA_aem_EPG48rYZdyqnq1L3l8Iofg&campaign_id=120235580066800313&ad_id=120235580860060313",1,0,0,0,0,1
"2025-11-10","TOF | AND","TOF | Mumbai | TRLa","DABA – ALL","https://vibewithmoi.in/products/juliet-gold-diamond-and-ruby-studs-earrings?variant=39694535393343&utm_source=facebook&utm_medium=paid&utm_campaign=TOF+%7C+AND&utm_content=DABA+%E2%80%93+ALL&utm_term=TOF+%7C+Mumbai+%7C+TRLa&placement=Instagram_Feed&utm_id=120230916336960313_v2_s17_e314&fbclid=PAZXh0bgNhZW0BMABhZGlkAaspdsa9sUlzcnRjBmFwcF9pZA81NjcwNjczNDMzNTI0MjcAAaeqcA8RYOZYvcAgTFLIRrf66wyCi_NqB3_fgWyIsmp2SFMbdRrufB5IRpsYvA_aem_sNz1kXTaw8qsxM0_qwH3UA&campaign_id=120230914825700313&ad_id=120230916336950313",1,0,0,0,0,1
