"Day","UTM campaign","UTM term","UTM content","Landing page URL","Online store visitors","Sessions that completed checkout","Sessions that reached checkout","Sessions with cart additions","Average session duration","Pageviews"
"2025-10-27","BOF | DPA","VC & ATC_14 Days - FB","DPA","https://vibewithmoi.in/products/autumn-gold-and-diamond-multi-gemstone-ring?variant=39485852614719&utm_source=fb&utm_medium=paid&utm_campaign=BOF+%7C+DPA&utm_content=DPA&utm_term=VC+%26+ATC_14+Days+-+FB&placement=Facebook_Mobile_Feed&utm_id=23856507113780312_v2_s06&fbclid=IwYW9zYgNsVEJleHRuA2FlbQEwAGFkaWQBqyeaOWXOqQEeozvUVNFMrdYEfHuy-IRwgZLcj3LS0Nu4zkMRdiQvq7w6-SbNjVwr-vlczj0_aem_pZcqMDul_ccN6_LqeiCvgg&campaign_id=23856507113650312&ad_id=23856527722080312",1,0,0,0,23,3
"2025-10-27","Living in Moi | Chandigarh","TRLi","Qutub necklace | SV","https://vibewithmoi.in/products/qutub-multi-gemstones-gold-necklace-for-women?utm_source=ig&utm_medium=paid&utm_campaign=Living+in+Moi+%7C+Chandigarh&utm_content=Qutub+necklace+%7C+SV&utm_term=TRLi&placement=Instagram_Feed&utm_id=120234589177130313_v2_s18_e314&fbclid=PAZXh0bgNhZW0BMABhZGlkAasouOY05wkBp2uQYhkiWBU0y-83YJUNe7iHMzoxSNKSt17vKp5JsKmHmcQCMo0_eg7X6ATf_aem_SY6vnAu9ZuAZ73e_q3eb8A&campaign_id=120226796749730313&ad_id=120234589177160313",1,0,0,0,0,1
"2025-10-27","TOF | ALL","T1 - FB - TRLi","DABA – ALL","https://vibewithmoi.in/products/rosa-gold-diamond-and-ruby-ring?variant=40773783945279&utm_source=fb&utm_medium=paid&utm_campaign=TOF+%7C+ALL&utm_content=DABA+%E2%80%93+ALL&utm_term=T1+-+FB+-+TRLi&placement=Facebook_Mobile_Feed&utm_id=120231853434480313_v2_s17_e314&fbclid=IwYW9leANqx9RleHRuA2FlbQEwAGFkaWQBqyi1iBXHCQEey7yRcQmLZbYCoNNgc2vS8_8wvS19-62vbAZTfZohx55N9PlzezV5ig3NDxs_aem_2Aj0xzu2ummOZPDlF2CTMg&campaign_id=120204934414040313&ad_id=120231853434470313",1,0,0,0,0,1
"2025-10-27","t1-pmax-earrings-22766100463",,"Gold Diamond and Tourmaline Earrings - Evelyn Tourmaline Earrings by Moi","https://vibewithmoi.in/products/evelyn-gold-diamond-and-tourmaline-earrings?variant=41541089689663&country=IN&currency=INR&utm_medium=product_sync&utm_source=google&utm_campaign=sag_organic&utm_content=Gold+Diamond+and+Tourmaline+Earrings+-+Evelyn+Tourmaline+Earrings+by+Moi&utm_source=google&utm_medium=cpc&utm_campaign=t1-pmax-earrings-22766100463&gad_source=1&gad_campaignid=22766112427&gclid=CjwKCAjwjffHBhBuEiwAKMb8pFf1WEL0sd1vWUzW05C4a8WIozkTJxUX94fQQKuanZmT0bx4hbtstxoCuQ4QAvD_BwE",1,0,0,0,972,15
"2025-10-27","TOF | Chennai Store","OCCi - IG","VIntage | SV","https://vibewithmoi.in/?utm_source=ig&utm_medium=paid&utm_campaign=TOF+%7C+Chennai+Store&utm_content=VIntage+%7C+SV&utm_term=OCCi+-+IG&placement=Instagram_Reels&utm_id=120228402932280313_v2_s17_e314&fbclid=PAZXh0bgNhZW0BMABhZGlkAasmWu2B-PkBp_JZRfumX_m0L5sf9lVJ69cJ8C-EVUaVP61u2raMNNMqOX4Qrvz-Q2qmhLwX_aem_GXpUyczKV2VVxiSv7dVAOQ&campaign_id=120228277184340313&ad_id=120231986650880313",1,0,0,0,0,1
"2025-10-27","TOF | ALL","T1 - TRLi - FEED","DABA – ALL","https://vibewithmoi.in/products/amalfi-gold-diamond-tanzanite-and-blue-topaz-cocktail-ring?variant=40729419481151&utm_source=ig&utm_medium=paid&utm_campaign=TOF+%7C+ALL&utm_content=DABA+%E2%80%93+ALL&utm_term=T1+-+TRLi+-+FEED&placement=Instagram_Feed&utm_id=120231904201750313_v2_s18_e314&fbclid=PAZXh0bgNhZW0BMABhZGlkAasmR7SKXSkBp-sL4e6sUKwMZKl-N4pd_y9b6_NPdtCIaZVRoYNanMevvHo4L0jzL0jkC0kb_aem_sc8xZO5OUIqNAGYh4QzvUg&campaign_id=120204934414040313&ad_id=120231904201740313",1,0,0,0,0,1
"2025-10-27","TOF | 80k","T1 - LUXEi","80k DABA | Earrings","https://vibewithmoi.in/products/willow-gold-silver-and-emerald-drop-earrings?variant=40476302344255&utm_source=ig&utm_medium=paid&utm_campaign=TOF+%7C+80k&utm_content=80k+DABA+%7C+Earrings&utm_term=T1+-+LUXEi&placement=Instagram_Feed&utm_id=120231911410550313_v2_s17_e314&fbclid=PAZXh0bgNhZW0BMABhZGlkAasmSVjSrfkBp1Pkg6Am-JVS4qm9X62bI4os-dKd9Qu6zs96APSrjW21609RZyV2b2jbFPSE_aem_pES6mhqCaZ2UqwSrLcvk7w&campaign_id=120214656592760313&ad_id=120231911410560313",1,0,0,0,0,1
"2025-10-27","TOF | New Arrivals","T1 - INT JWLi - FEED DABA","Green Room I FEED DABA COL","https://vibewithmoi.in/products/clara-bracelet-with-green-amethysts-sapphires-and-tsavorites?variant=42194287525951&utm_source=facebook&utm_medium=paid&utm_campaign=TOF+%7C+New+Arrivals&utm_content=Green+Room+I+FEED+DABA+COL&utm_term=T1+-+INT+JWLi+-+FEED+DABA&placement=Instagram_Explore&utm_id=120233627322500313_v2_s08_e7406&brid=4tF8aRan-_6nmS0i0WcJgA&campaign_id=120233509173440313&ad_id=120234581994090313",1,0,0,0,0,1
"2025-10-27","MOF","MOF | DABA | ENGDi","MOF | DABA 2","https://vibewithmoi.in/products/hyderabad-pearl-and-multi-stone-choker-necklace?variant=41305800671295&utm_source=ig&utm_medium=paid&utm_campaign=MOF&utm_content=MOF+%7C+DABA+2&utm_term=MOF+%7C+DABA+%7C+ENGDi&placement=Instagram_Reels&utm_id=120225067040140313_v2_s18_e314&fbclid=PAZXh0bgNhZW0BMABhZGlkAasgECLrR5kBp33FXJvW_vZf7tnIuqzFaogkp_DVxDqtTnI_dPZOCmM_4uUQrLSEd_oToJvk_aem_XdB6AM-FO4PGCyUAJyQuVw&campaign_id=120210400976700313&ad_id=120225067040150313",1,0,0,0,0,1
"2025-10-27","TOF | Story/Reel","T1 | TRL | IGi | RL","Ira Earrings | RL","https://vibewithmoi.in/products/ira-diamond-and-pearl-earrings?utm_source=ig&utm_medium=paid&utm_campaign=TOF+%7C+Story%2FReel&utm_content=Ira+Earrings+%7C+RL&utm_term=T1+%7C+TRL+%7C+IGi+%7C+RL&placement=Instagram_Reels&utm_id=120231907497290313_v2_s09_e7290&fbclid=PAZXh0bgNhZW0BMABhZGlkAasmSKOiZvkBp9MtQ-J9TABgEb_ARVfJiNeq9SvCPaB6ttc49cnXLz-9CPh9aImtic0N2chb_aem_vPUphQsRcDYPHHebgkPsVg&campaign_id=120213378493220313&ad_id=120231908221010313",1,0,0,0,0,1
"2025-10-27","TOF | AND","TOF | Bangalore | TRLa","DABA – ALL","https://vibewithmoi.in/products/chicago-gold-diamond-ruby-and-pearl-multilayered-necklace?variant=40962924281919&utm_source=ig&utm_medium=paid&utm_campaign=TOF%20|%20AND&utm_content=DABA%20%E2%80%93%20ALL&utm_term=TOF%20|%20Bangalore%20|%20TRLa&placement=Instagram_Feed&utm_id=120230916750250313_v2_s18_e314&fbclid=PAYW9leANseC1leHRuA2FlbQEwAGFkaWQBqyY9kQf8SQGn3y__DeumxYRgMqBOgfUlCzLez4Gr605h39u9NDv4eap3aYDLgjUY4pAGCMw_aem_eC38S2i6AhhGrGKPs0Xwwg&campaign_id=120230914825700313&ad_id=120230916750240313",1,0,0,0,0,2
"2025-10-27","TOF | ALL","IND - TRLi","DABA – ALL","https://vibewithmoi.in/products/myra-gold-silver-and-uncut-diamond-mini-hoop-earrings?variant=40444534161471&utm_source=ig&utm_medium=paid&utm_campaign=TOF+%7C+ALL&utm_content=DABA+%E2%80%93+ALL&utm_term=IND+-+TRLi&placement=Instagram_Feed&utm_id=120231849970730313_v2_s09&fbclid=PAZXh0bgNhZW0BMABhZGlkAasmPdRyvnkBpzPMYZQZzhukJQ9v0mUq-PVlWa-MDJi4-zUp89GolLMS2EF67trGIWSG8wOe_aem_lEUA58BJa5CfXdNiw82__Q&campaign_id=120204934414040313&ad_id=120231849970700313",1,0,0,0,48,3
"2025-10-27","TOF | AND","TOF | Mumbai | TRLa","DABA – ALL","https://vibewithmoi.in/products/bridget-gold-and-diamond-ring?variant=39415433494591&utm_source=ig&utm_medium=paid&utm_campaign=TOF+%7C+AND&utm_content=DABA+%E2%80%93+ALL&utm_term=TOF+%7C+Mumbai+%7C+TRLa&placement=Instagram_Feed&utm_id=120230916336960313_v2_s18_e314&fbclid=PAZXh0bgNhZW0BMABhZGlkAasmPZD25UkBp6VH8AWkU61oMfw9e-mivd8f3L1n8LQKdKOCUTVXTUmm8zAd_aLNQ0pRYhL2_aem_NgjGwgj3sk-G0ivucneAaQ&campaign_id=120230914825700313&ad_id=120230916336950313",1,0,0,0,0,1
"2025-10-27",,,,"https://vibewithmoi.in/?srsltid=AfmBOoq6YRmWzzaGenomp9POIrN3bYEuR3DR64-JWj_vQc90EymZhbAR",1,0,0,0,765,21
"2025-10-27","BOF | DPA","VC & ATC_180 Days - FBi","DPA","https://vibewithmoi.in/products/nizam-tanzanite-and-emerald-ring?variant=41535263932479&utm_source=fb&utm_medium=paid&utm_campaign=BOF+%7C+DPA&utm_content=DPA&utm_term=VC+%26+ATC_180+Days+-+FBi&placement=Facebook_Mobile_Feed&fbclid=IwYW9leANsTnhleHRuA2FlbQEwAGFkaWQBqyepssYNCQEevbH5Dnfjot9XbDnfqiDVWU-qV2j0pO6PgmOktCXf0gOfY61-h9AE7UfahkE_aem_JIdQlTgCC9W1wHDlmeedtg&campaign_id=120224750628680313&ad_id=120224913158110313&utm_id=120224913158120313_v2_s17_e314",1,0,0,0,0,1
"2025-10-27","BOF | DPA","VC & ATC_180 Days - FBi","DPA","https://vibewithmoi.in/products/cerys-gold-ruby-and-diamond-engagement-ring?variant=40413070852159&utm_source=fb&utm_medium=paid&utm_campaign=BOF+%7C+DPA&utm_content=DPA&utm_term=VC+%26+ATC_180+Days+-+FBi&placement=Facebook_Mobile_Feed&fbclid=IwYW9leANsgVpleHRuA2FlbQEwAGFkaWQBqyepssYNCQEeVMJOdoLK7ZOiIUO423YFEtqplR_RAw4KD9mt89jWaw5JzCtPoeJmdy26LBI_aem_mEldirF84a7G_j9M45OK3Q&campaign_id=120224750628680313&ad_id=120224913158110313&utm_id=120224913158120313_v2_s10",1,0,0,0,47,3
"2025-10-27","MOF","MOF | DABA | ENGDi","MOF | DABA 1","https://vibewithmoi.in/products/karlie-gold-diamond-and-pearl-cocktail-earrings?variant=41535258591295&utm_source=ig&utm_medium=paid&utm_campaign=MOF&utm_content=MOF+%7C+DABA+1&utm_term=MOF+%7C+DABA+%7C+ENGDi&placement=Instagram_Feed&utm_id=120225067040140313_v2_s06&fbclid=PAZXh0bgNhZW0BMABhZGlkAasgECO16pkBpw9Cqu-8AZbrbN9crFpzO3UYvLv2dkem3ZAWK5Bi3mBb4_B6DmV9n8jmU3GG_aem_QGbmLec4lFz2Mso7q9onaQ&campaign_id=120210400976700313&ad_id=120225067040130313",1,0,0,0,0,1
"2025-10-27","TOF | ALL","T1 - TRLi - FEED","DABA – ALL","https://vibewithmoi.in/products/bridget-gold-and-diamond-ring?variant=39415433494591&utm_source=ig&utm_medium=paid&utm_campaign=TOF+%7C+ALL&utm_content=DABA+%E2%80%93+ALL&utm_term=T1+-+TRLi+-+FEED&placement=Instagram_Feed&utm_id=120231904201750313_v2_s06&fbclid=PAZXh0bgNhZW0BMABhZGlkAasmR7SKXSkBpy4PjbaKZMZG-NWGzXkEQJneshyt2JLj-Kq_bzWWYfB4JXefAYPXKtorEpUm_aem_dmB2Wa5E7Wjsm0BmoENJ0Q&campaign_id=120204934414040313&ad_id=120231904201740313#MainContent",1,0,0,0,0,1
"2025-10-27",,,"link_in_bio","https://vibewithmoi.in/?utm_source=igbio&utm_source=ig&utm_medium=social&utm_content=link_in_bio&utm_id=1344207247310791_v2_s02_e1001&fbclid=PAZXh0bgNhZW0CMTEAAaetkmvBVF1_1wz0UqmBRrjryG87ehxfe1c4BxxeVpktqMpfYoC0FjYMltG5ZA_aem_A-mOZjSyd0SZX-DTylSBiw",1,0,0,0,52,3
"2025-10-27","MOF","MOF | DABA | ENGDi","MOF | DABA 1","https://vibewithmoi.in/products/emir-gold-silver-diamond-emerald-green-enamel-and-multi-gemstone-charms-necklace?variant=41171849216063&utm_source=ig&utm_medium=paid&utm_campaign=MOF&utm_content=MOF+%7C+DABA+1&utm_term=MOF+%7C+DABA+%7C+ENGDi&placement=Instagram_Reels&utm_id=120225067040140313_v2_s17_e314&fbclid=PAZXh0bgNhZW0BMABhZGlkAasgECO16pkBp8xaAsB49ybFpseeII84aHeNHJB2rAwf4u3pj8j8EbiLHvdbKpYhz--X4K6w_aem_1zmplb3IkScKUVqpVRti5w&campaign_id=120210400976700313&ad_id=120225067040130313",1,0,0,0,0,1
"2025-10-27","TOF | 80k","T1 - LUXEi","80k DABA","https://vibewithmoi.in/products/haldili-pearl-tassel-multi-stone-necklace?variant=32852594360383&utm_source=ig&utm_medium=paid&utm_campaign=TOF+%7C+80k&utm_content=80k+DABA&utm_term=T1+-+LUXEi&placement=Instagram_Feed&utm_id=120231911410550313_v2_s18_e314&fbclid=PAZXh0bgNhZW0BMABhZGlkAasmSVjFQHkBp_Va4z8ejQMt5gTt7KSnHwai-AT4S72-0ly-3Mncokf7rExhXfNRuFsuYzW__aem_JwY1F8Xh-JtQ3zQGQFncag&campaign_id=120214656592760313&ad_id=120231911410540313",1,0,0,0,0,1
"2025-10-27","TOF | CUSTOM | AUTO","T1 - INT JWLi","CC – BS /TP | 02","https://vibewithmoi.in/products/grace-kelly-gold-diamond-and-tahitian-pearl-drop-earrings?utm_source=ig&utm_medium=paid&utm_campaign=TOF+%7C+CUSTOM+%7C+AUTO&utm_content=CC+%E2%80%93+BS+%2FTP+%7C+02&utm_term=T1+-+INT+JWLi&placement=Instagram_Feed&utm_id=120231787194580313_v2_s11&fbclid=PAZXh0bgNhZW0BMABhZGlkAasmOiVAKAkBp3FtIOgRCqLAv7TiYBR6mmEE9XpbujzaMapFarqrKKWBRmooLF26sd7QjH8A_aem_XlK0Z6pYONHpLqo3lRiW5Q&campaign_id=120209632156470313&ad_id=120231789673250313",1,0,0,0,0,1
"2025-10-27","TOF | All That Grace","ARL | IGi","Debbie Earrings | SV","https://vibewithmoi.in/collections/all-about-pearls?utm_source=ig&utm_medium=paid&utm_campaign=TOF+%7C+All+That+Grace&utm_content=Debbie+Earrings+%7C+SV&utm_term=ARL+%7C+IGi&placement=Instagram_Feed&utm_id=120212527991990313_v2_s18_e314&fbclid=PAZXh0bgNhZW0BMABhZGlkAashxEaHBEkBp49dBNy4IGjEIociTmvqUrrMTJEe9S_8A-HYS2r1xTdC2tKzlIxVlT_E3Evh_aem_MZ9sRQW-9nj5Yl42pRhUFg&campaign_id=120212527991400313&ad_id=120212528924570313",1,0,0,0,60,3
"2025-10-27","BOF | DPA","VC & ATC_1 Day - FB","DPA","https://vibewithmoi.in/products/paris-champagne-diamond-ring?variant=32852608090175&utm_source=fb&utm_medium=paid&utm_campaign=BOF+%7C+DPA&utm_content=DPA&utm_term=VC+%26+ATC_1+Day+-+FB&placement=Facebook_Mobile_Feed&utm_id=120208891502070313_v2_s18_e314&fbclid=IwQ0xDSwNseoZleHRuA2FlbQEwAGFkaWQBqxVMUj0yyQEeejvW8Uzg3wTolr-hd8zLQKifYYFD4C7P2Xx-HQgQaXz72iCSSO9TXnD3Ips_aem_-KZYWxL3l1r4tPDZMZ5XNA&campaign_id=23856507113650312&ad_id=120208891502090313",1,0,0,0,0,1
"2025-10-27",,,,"https://vibewithmoi.in/?utm_source=igbio&fbclid=PAZXh0bgNhZW0CMTEAAadjIUSEVBQOGvdScLhHMdyGcL82ecYub32Qn4w1aPcuAPT5bn1QKFYx3uzImA_aem_BFidC-_L8eAQpsnM2FaxMw",1,0,0,0,0,1
"2025-10-27","TOF | AND","TOF | Mumbai | TRLa","DABA – ALL","https://vibewithmoi.in/products/chicago-gold-diamond-and-pearl-band-ring?variant=40962357198911&utm_source=ig&utm_medium=paid&utm_campaign=TOF+%7C+AND&utm_content=DABA+%E2%80%93+ALL&utm_term=TOF+%7C+Mumbai+%7C+TRLa&placement=Instagram_Feed&utm_id=120230916336960313_v2_s12&fbclid=PAZXh0bgNhZW0BMABhZGlkAasmPZD25UkBp0wqJkItTJ1dHURpaQZWMazuDogo-smEOjbG-D08ath31Vf1NTc0Lh2H3Aky_aem_z_6gBJx8WnjPalSGV5M6DQ&campaign_id=120230914825700313&ad_id=120230916336950313",1,0,0,0,0,1
"2025-10-27",,,,"https://vibewithmoi.in/?utm_source=igbio&utm_id=1344207247310791_v2_s01_e1001&fbclid=PAZXh0bgNhZW0CMTEAAafor-zNzO3nXXwVb2qE_18v1BPmLsYEBhMG0XUo6Rx4pZYTxgNqmOabfTjXtQ_aem_hqbuceplBcVUcL4l-3l1tQ",1,0,0,0,13,4
"2025-10-27","TOF | New Arrivals","T1 - TRLi - KHB 25 - FEED DABA","KHB 25 I FEED DABA","https://vibewithmoi.in/products/arya-cobalt-blue-brooch-and-necklace-gold-gemstone-jewelry?variant=42432410681407&utm_source=ig&utm_medium=paid&utm_campaign=TOF+%7C+New+Arrivals&utm_content=KHB+25+I+FEED+DABA&utm_term=T1+-+TRLi+-+KHB+25+-+FEED+DABA&placement=Instagram_Feed&utm_id=120234722773480313_v2_s18_e314&fbclid=PAZXh0bgNhZW0BMABhZGlkAaso1_1WvokBp8Z8ziLMFcaMqKXNnBX8Ese4MOBj_J7JMMdPUozamZAZiTwqZYm4BsS7jG7__aem_nO9VBkxBHt9S-tMhRJ5lSA&campaign_id=120233509173440313&ad_id=120234722816510313",1,0,0,0,0,1
"2025-10-27","TOF | ALL","T1 - TRLi - FEED","DABA – ALL","https://vibewithmoi.in/products/gina-gold-silver-diamond-and-blue-enamel-pearl-choker-necklace?variant=40773533794367&utm_source=ig&utm_medium=paid&utm_campaign=TOF+%7C+ALL&utm_content=DABA+%E2%80%93+ALL&utm_term=T1+-+TRLi+-+FEED&placement=Instagram_Feed&utm_id=120231904201750313_v2_s08_e7406&fbclid=PAZXh0bgNhZW0BMABhZGlkAasmR7SKXSkBp208YKl9PHK2Uj_ONdVK9tj2DI8xUeL0S3zv5NuVtj7V_G3Nw7CtIel9zVpt_aem_sXDJnSZGM9wXcVCdBQTVjw&campaign_id=120204934414040313&ad_id=120231904201740313",1,0,0,0,219,12
"2025-10-27","TOF | AND","TOF | Bangalore | TRLa","DABA – ALL","https://vibewithmoi.in/products/marrakesh-gold-silver-diamond-emerald-and-blue-enamel-ear-tops?variant=40448982679615&utm_source=ig&utm_medium=paid&utm_campaign=TOF+%7C+AND&utm_content=DABA+%E2%80%93+ALL&utm_term=TOF+%7C+Bangalore+%7C+TRLa&placement=Instagram_Feed&utm_id=120230916750250313_v2_s05&fbclid=PAZXh0bgNhZW0BMABhZGlkAasmPZEH_EkBp_d6qfq0gTJF_rewwZ1PztjSmroh47k1guciRNgUe87nyFPJF7-soc4LZXYF_aem_Z7_iDYr9zBJwNx1qGWiW3A&campaign_id=120230914825700313&ad_id=120230916750240313",1,0,0,0,0,2
"2025-10-27","MOF","MOF | New Arrivals","Green Room | CC","https://vibewithmoi.in/pages/the-green-room?utm_source=ig&utm_medium=paid&utm_campaign=MOF&utm_content=Green+Room+%7C+CC&utm_term=MOF+%7C+New+Arrivals&placement=Instagram_Feed&utm_id=120233519912460313_v2_s17_e314&campaign_id=120210400976700313&ad_id=120233519912440313",1,0,0,0,0,1
"2025-10-27","Living in Moi | Hyderabad","TRLi","Qutub necklace | SV","https://vibewithmoi.in/products/qutub-multi-gemstones-gold-necklace-for-women?utm_source=ig&utm_medium=paid&utm_campaign=Living+in+Moi+%7C+Hyderabad&utm_content=Qutub+necklace+%7C+SV&utm_term=TRLi&placement=Instagram_Reels&utm_id=120234872112530313_v2_s18_e314&fbclid=PAZXh0bgNhZW0BMABhZGlkAaso-q8mLtkBp5Yl4espnHXC0S_ncOSNT6VDGcgWVPPRa0cLVf0iTXxR8CXVhhZ57FGzYV5U_aem_H65dnrCLD19jhz7XWHiuKw&campaign_id=120234872112340313&ad_id=120234872112360313",1,0,0,0,0,1
